ticker,price,target_price,stop_price,prob_win,prob_win_raw,prob_stop,prob_stop_raw,ev_score,ev_score_raw,sd_weight,days_to_clear,size_factor,size_reason,beta,vol_ratio,turnover_oku,action,reason,sector_name,sector_score,sector_shock,sector_advice,sector_summary,macro_flow,standalone_shares,standalone_cost_yen,standalone_max_loss_yen,standalone_leverage_capped,standalone_maxpos_capped,skip_reason
2502.T,1605.5,1657.3,1579.6,0.2862,0.3082,0.5094,0.4631,0.063,0.15299999713897705,0.9,0.53,0.5,逆張りリバウンド警戒 (前日比-0.3%),-0.33,1.16,93.3,⏸️ WAIT,見送り,食料品・ディフェンシブ,0.0,False,通常,新規材料なし、ニュートラルを維持。,CTA_SURGE,100,160550,2590,False,True,
1925.T,4532.0,4679.1,4458.4,0.2835,0.2856,0.5059,0.5009,0.061,0.07000000029802322,0.99,0.22,0.5,逆張りリバウンド警戒 (前日比-0.6%),-0.09,1.14,97.9,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
6315.T,2175.0,2353.3,2085.9,0.2866,0.2994,0.5121,0.4832,0.061,0.11599999666213989,0.94,2.22,1.0,通常ロット,1.84,1.2,51.8,⏸️ WAIT,見送り,防衛・重工,0.0,False,通常,防衛関連ニュースは36時間以上経過しており織り込み済み。,CTA_SURGE,100,217500,8910,False,True,
7240.T,3003.0,3141.6,2933.7,0.2815,0.2647,0.5023,0.5504,0.061,-0.020999999716877937,1.08,0.53,1.03,通常ロット ＋ セクターセンチメント(+0.10 -> 1.03倍),0.38,1.22,10.9,⏸️ WAIT,見送り,自動車・輸出,0.1,False,通常,米議員の中国車排除要求は日本車に追い風も影響は限定的。,CTA_SURGE,0,0,0,False,False,maxpos
7203.T,2969.0,3094.6,2906.2,0.2867,0.2935,0.5142,0.4983,0.059,0.08900000154972076,0.96,0.61,0.52,逆張りリバウンド警戒 (前日比-1.9%) ＋ セクターセンチメント(+0.10 -> 1.03倍),0.12,1.22,835.7,⏸️ WAIT,見送り,自動車・輸出,0.1,False,通常,米議員の中国車排除要求は日本車に追い風も影響は限定的。,CTA_SURGE,100,296900,6280,False,False,
3941.T,1536.5,1596.7,1506.4,0.2851,0.2893,0.514,0.5039,0.056,0.07500000298023224,0.98,0.83,0.5,逆張りリバウンド警戒 (前日比-0.1%),0.25,0.93,15.2,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,100,153650,3010,False,True,
6387.T,7960.0,8942.9,7468.6,0.2807,0.2827,0.5081,0.5031,0.053,0.06199999898672104,0.99,0.43,1.0,通常ロット,2.11,0.51,21.4,⏸️ WAIT,見送り,防衛・重工,0.0,False,通常,防衛関連ニュースは36時間以上経過しており織り込み済み。,CTA_SURGE,0,0,0,False,False,risk
4927.T,1383.0,1425.4,1361.8,0.2769,0.271,0.5014,0.5169,0.052,0.02500000037252903,1.03,0.25,1.0,通常ロット,-0.18,0.76,10.4,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,200,276600,4240,False,True,
2267.T,2803.0,2900.6,2754.2,0.2694,0.2494,0.4886,0.549,0.05,-0.05000000074505806,1.11,0.38,1.0,通常ロット,-0.15,0.86,28.7,⏸️ WAIT,見送り,食料品・ディフェンシブ,0.0,False,通常,新規材料なし、ニュートラルを維持。,CTA_SURGE,100,280300,4880,False,True,
8012.T,1178.0,1226.4,1153.8,0.2777,0.2572,0.5059,0.5684,0.049,-0.05400000140070915,1.11,0.34,1.0,通常ロット,0.65,1.03,10.2,⏸️ WAIT,見送り,総合商社・資源,0.0,False,通常,新規材料なし、ニュートラルを維持。,CTA_SURGE,200,235600,4840,False,True,
1928.T,3349.0,3454.1,3296.4,0.2795,0.2815,0.5119,0.5068,0.047,0.0560000017285347,0.99,0.37,0.5,逆張りリバウンド警戒 (前日比-0.0%),-0.03,1.34,83.1,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
6367.T,20720.0,21462.9,20348.6,0.2713,0.2511,0.4971,0.5586,0.045,-0.0560000017285347,1.11,0.46,1.0,通常ロット,0.17,1.75,263.8,⏸️ WAIT,見送り,防衛・重工,0.0,False,通常,防衛関連ニュースは36時間以上経過しており織り込み済み。,CTA_SURGE,0,0,0,False,False,risk
4186.T,8290.0,8952.7,7958.6,0.2801,0.281,0.5189,0.517,0.041,0.04500000178813934,0.98,0.71,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),1.56,1.08,63.8,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,risk
5706.T,23025.0,25932.9,21571.1,0.2813,0.3128,0.5224,0.4582,0.04,0.16699999570846558,0.86,0.69,1.0,通常ロット,2.02,1.17,375.3,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,risk
9042.T,4507.0,4664.3,4428.4,0.2719,0.2661,0.5038,0.5194,0.04,0.013000000268220901,1.03,0.1,0.5,逆張りリバウンド警戒 (前日比-2.3%),-0.38,1.44,47.4,⏸️ WAIT,見送り,海運・物流,0.0,False,通常,海外海運決算材料は時間減衰により影響限定的。,CTA_SURGE,0,0,0,False,False,maxpos
6254.T,3375.0,3631.4,3246.8,0.2823,0.3041,0.5259,0.4781,0.039,0.12999999523162842,0.9,4.0,0.6,需給滞留警戒 (消化4.0日),1.79,0.96,16.2,⏸️ WAIT,見送り,防衛・重工,0.0,False,通常,防衛関連ニュースは36時間以上経過しており織り込み済み。,CTA_SURGE,0,0,0,False,False,maxpos
4099.T,2256.0,2438.4,2164.8,0.2812,0.2874,0.5239,0.5086,0.038,0.06599999964237213,0.97,0.58,1.0,通常ロット,1.54,0.76,24.2,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,100,225600,9120,False,True,
4452.T,3485.0,3605.7,3424.6,0.2781,0.2885,0.5201,0.4953,0.036,0.0820000022649765,0.95,0.15,1.0,通常ロット,-0.21,1.06,81.9,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
2501.T,1803.0,1884.3,1762.4,0.2724,0.2666,0.5115,0.5273,0.033,0.006000000052154064,1.03,0.25,0.5,逆張りリバウンド警戒 (前日比-2.4%),-0.2,1.01,21.4,⏸️ WAIT,見送り,食料品・ディフェンシブ,0.0,False,通常,新規材料なし、ニュートラルを維持。,CTA_SURGE,100,180300,4060,False,True,
3288.T,7644.0,7986.6,7472.7,0.2768818140029907,0.2769,0.5220816135406494,0.5221,0.032,0.03200000151991844,1.0,0.85,1.0,通常ロット,-0.03,1.18,22.4,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
3289.T,1278.0,1324.4,1254.8,0.2779,0.2884,0.5274,0.5023,0.028,0.07400000095367432,0.95,0.31,1.0,通常ロット,0.07,1.26,28.7,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,200,255600,4640,False,True,
4118.T,6080.0,6316.3,5961.9,0.2764,0.2725,0.5249,0.5356,0.028,0.008999999612569809,1.02,1.08,1.0,通常ロット,0.35,0.93,12.1,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
4613.T,2851.0,2945.4,2803.8,0.2697,0.2639,0.5134,0.5292,0.026,-0.0010000000474974513,1.03,0.12,1.0,通常ロット,0.17,1.15,29.2,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,100,285100,4720,False,True,
7201.T,303.5,320.4,295.1,0.2802,0.3099,0.5348,0.4729,0.026,0.1469999998807907,0.86,1.75,0.52,逆張りリバウンド警戒 (前日比-2.8%) ＋ セクターセンチメント(+0.10 -> 1.03倍),0.26,1.66,94.8,⏸️ WAIT,見送り,自動車・輸出,0.1,False,通常,米議員の中国車排除要求は日本車に追い風も影響は限定的。,CTA_SURGE,900,273150,7560,False,True,
6368.T,12675.0,13550.0,12237.5,0.278,0.2862,0.5309,0.5105,0.025,0.06199999898672104,0.96,0.57,1.0,通常ロット,1.47,0.77,51.5,⏸️ WAIT,見送り,防衛・重工,0.0,False,通常,防衛関連ニュースは36時間以上経過しており織り込み済み。,CTA_SURGE,0,0,0,False,False,risk
6923.T,3574.0,3732.1,3494.9,0.2761,0.2749,0.5278,0.5311,0.024,0.01899999938905239,0.99,0.05,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),0.35,0.95,19.5,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,maxpos
6103.T,4560.0,4857.1,4411.4,0.2761,0.2801,0.5329,0.5224,0.019,0.03799999877810478,0.98,0.55,1.0,通常ロット,0.8,0.98,14.6,⏸️ WAIT,見送り,防衛・重工,0.0,False,通常,防衛関連ニュースは36時間以上経過しており織り込み済み。,CTA_SURGE,0,0,0,False,False,maxpos
6407.T,5200.0,5686.4,4956.8,0.2711,0.2653,0.5235,0.5397,0.019,-0.008999999612569809,1.03,0.34,1.0,通常ロット,1.91,1.03,26.3,⏸️ WAIT,見送り,防衛・重工,0.0,False,通常,防衛関連ニュースは36時間以上経過しており織り込み済み。,CTA_SURGE,0,0,0,False,False,risk
6902.T,1911.5,1975.1,1879.7,0.2694,0.2621,0.52,0.5404,0.019,-0.01600000075995922,1.03,0.48,1.03,通常ロット ＋ セクターセンチメント(+0.10 -> 1.03倍),0.02,1.18,128.2,⏸️ WAIT,見送り,自動車・輸出,0.1,False,通常,米議員の中国車排除要求は日本車に追い風も影響は限定的。,CTA_SURGE,100,191150,3180,False,True,
6481.T,6235.0,6720.9,5992.1,0.2722,0.2824,0.5406,0.5149,0.004,0.05000000074505806,0.95,0.5,0.5,逆張りリバウンド警戒 (前日比-0.6%),1.42,0.74,80.4,⏸️ WAIT,見送り,防衛・重工,0.0,False,通常,防衛関連ニュースは36時間以上経過しており織り込み済み。,CTA_SURGE,0,0,0,False,False,risk
9627.T,5490.0,5802.7,5333.6,0.2701,0.2803,0.5381,0.5125,0.002,0.04800000041723251,0.95,0.12,1.0,通常ロット,-0.25,0.91,13.5,⏸️ WAIT,見送り,小売・消費・インバウンド,0.0,False,通常,特筆すべき新規材料はなく織り込み済み。,CTA_SURGE,0,0,0,False,False,maxpos
7733.T,1995.0,2085.3,1949.9,0.271,0.278,0.5408,0.5234,0.001,0.032999999821186066,0.95,0.19,0.53,逆張りリバウンド警戒 (前日比-0.5%) ＋ セクターセンチメント(+0.20 -> 1.06倍),-0.11,1.06,71.1,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,100,199500,4510,False,True,
1951.T,2605.0,2685.9,2564.6,0.2647,0.259,0.5338,0.5503,-0.004,-0.03200000151991844,1.03,0.28,0.5,逆張りリバウンド警戒 (前日比-0.6%),0.14,1.0,10.7,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,100,260500,4040,False,True,
5741.T,2219.0,2347.0,2155.0,0.2716,0.284,0.5469,0.5159,-0.004,0.052000001072883606,0.94,0.74,0.5,逆張りリバウンド警戒 (前日比-1.4%),0.94,0.83,15.3,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,100,221900,6400,False,False,
8227.T,3195.0,3309.9,3137.6,0.2651,0.2752,0.5375,0.5119,-0.007,0.039000000804662704,0.95,0.28,1.0,通常ロット,-0.24,1.36,20.4,⏸️ WAIT,見送り,小売・消費・インバウンド,0.0,False,通常,特筆すべき新規材料はなく織り込み済み。,CTA_SURGE,0,0,0,False,False,maxpos
9065.T,8182.0,8493.3,8026.4,0.2646,0.2747,0.5381,0.5125,-0.009,0.03700000047683716,0.95,0.31,1.0,通常ロット,0.07,1.11,16.4,⏸️ WAIT,見送り,海運・物流,0.0,False,通常,海外海運決算材料は時間減衰により影響限定的。,CTA_SURGE,0,0,0,False,False,maxpos
7616.T,2005.5,2066.4,1975.0,0.2627,0.2728,0.5385,0.5129,-0.013,0.032999999821186066,0.95,0.21,1.0,通常ロット,-0.3,1.43,14.0,⏸️ WAIT,見送り,小売・消費・インバウンド,0.0,False,通常,特筆すべき新規材料はなく織り込み済み。,CTA_SURGE,100,200550,3050,False,True,
5463.T,1718.0,1781.3,1686.4,0.261,0.2554,0.5371,0.5537,-0.015,-0.0430000014603138,1.03,0.23,0.5,逆張りリバウンド警戒 (前日比-1.2%),0.27,1.11,11.3,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,100,171800,3160,False,True,
7173.T,1702.0,1790.1,1657.9,0.2634,0.2581,0.5432,0.5587,-0.016,-0.0430000014603138,1.02,1.08,1.03,通常ロット ＋ セクターセンチメント(+0.10 -> 1.03倍),0.44,0.84,20.7,⏸️ WAIT,見送り,銀行・金融,0.1,False,通常,日経平均の上昇基調継続も、追加材料乏しく静観姿勢。,CTA_SURGE,100,170200,4410,False,True,
9076.T,2740.0,2830.0,2695.0,0.251,0.2319,0.5192,0.5834,-0.017,-0.11999999731779099,1.11,0.22,1.0,通常ロット,-0.13,0.8,10.6,⏸️ WAIT,見送り,海運・物流,0.0,False,通常,海外海運決算材料は時間減衰により影響限定的。,CTA_SURGE,100,274000,4500,False,True,
4812.T,2861.0,2872.6,2855.2,0.2487,0.2297,0.5166,0.5805,-0.019,-0.12099999934434891,1.11,0.37,0.5,逆張りリバウンド警戒 (前日比-0.3%),-0.05,0.82,17.1,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,100,286100,580,False,True,
7762.T,2377.0,2585.1,2272.9,0.2647,0.2716,0.5515,0.5338,-0.022,0.008999999612569809,0.95,0.35,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),0.96,0.84,32.5,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,100,237700,10410,False,True,
4631.T,4813.0,5107.4,4665.8,0.2679,0.2802,0.5591,0.5275,-0.023,0.032999999821186066,0.94,1.08,1.0,通常ロット,0.75,0.85,24.6,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
3436.T,3115.0,3489.4,2927.8,0.2621,0.2722,0.5508,0.5246,-0.027,0.019999999552965164,0.95,0.44,1.0,通常ロット,2.42,1.01,302.1,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
5384.T,3410.0,3670.0,3280.0,0.2596,0.2558,0.5462,0.5573,-0.027,-0.04600000008940697,1.02,0.56,1.0,通常ロット,1.63,1.19,10.6,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
4369.T,3005.0,3237.7,2888.6,0.2619,0.2658,0.5514,0.5406,-0.028,-0.008999999612569809,0.98,2.54,1.0,通常ロット,1.6,1.21,15.1,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
6954.T,6021.0,6359.4,5851.8,0.2639,0.2729,0.5558,0.5329,-0.028,0.013000000268220901,0.94,1.53,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),1.26,1.37,219.1,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,maxpos
8830.T,3215.0,3372.0,3136.5,0.26296937465667725,0.263,0.5575083494186401,0.5575,-0.032,-0.03200000151991844,1.0,0.51,1.0,通常ロット,0.28,1.27,98.8,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
1414.T,1262.5,1302.5,1242.5,0.2529,0.2474,0.5418,0.5585,-0.036,-0.06400000303983688,1.03,0.48,1.0,通常ロット,-0.05,0.74,20.7,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,200,252500,4000,False,True,
8802.T,3635.0,3810.1,3547.4,0.2582,0.2526,0.553,0.5701,-0.037,-0.06499999761581421,1.03,0.24,1.0,通常ロット,0.21,1.05,147.6,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
9048.T,1860.0,1908.2,1835.9,0.2486,0.2431,0.5349,0.5514,-0.038,-0.06499999761581421,1.03,0.22,0.5,逆張りリバウンド警戒 (前日比-2.4%),-0.22,1.59,31.3,⏸️ WAIT,見送り,海運・物流,0.0,False,通常,海外海運決算材料は時間減衰により影響限定的。,CTA_SURGE,100,186000,2410,False,True,
4202.T,1443.5,1497.6,1416.4,0.2629,0.2838,0.5664,0.5149,-0.041,0.05299999937415123,0.9,0.7,1.0,通常ロット,0.5,1.11,16.6,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,200,288700,5420,False,True,
4612.T,1164.0,1220.0,1136.0,0.2562,0.2506,0.5587,0.5759,-0.046,-0.07500000298023224,1.03,0.07,1.0,通常ロット,0.25,1.2,35.7,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,200,232800,5600,False,True,
9989.T,3661.0,3761.6,3610.7,0.2529,0.2627,0.5519,0.5256,-0.046,-0.0,0.95,0.25,1.0,通常ロット,-0.23,0.81,25.6,⏸️ WAIT,見送り,小売・消費・インバウンド,0.0,False,通常,特筆すべき新規材料はなく織り込み済み。,CTA_SURGE,0,0,0,False,False,maxpos
1808.T,2723.5,2833.6,2668.4,0.2585,0.2685,0.5641,0.5373,-0.047,-0.0,0.95,0.28,0.5,逆張りリバウンド警戒 (前日比-0.3%),-0.04,0.9,21.7,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,100,272350,5510,False,True,
3231.T,906.0,930.8,893.6,0.2578,0.2877,0.5633,0.4941,-0.048,0.08100000023841858,0.86,0.69,0.5,逆張りリバウンド警戒 (前日比-0.4%),-0.04,1.17,39.9,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,300,271800,3720,False,True,
3402.T,1251.0,1310.8,1221.1,0.2576,0.2595,0.5629,0.5573,-0.048,-0.03799999877810478,0.99,0.39,1.0,通常ロット,0.51,1.19,52.6,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,200,250200,5980,False,True,
4042.T,2647.5,2747.1,2597.7,0.2628,0.2837,0.5731,0.521,-0.048,0.04600000008940697,0.9,1.19,1.0,通常ロット,0.52,1.13,25.5,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,100,264750,4980,False,True,
6113.T,2486.0,2651.7,2403.1,0.2598,0.2697,0.5677,0.5406,-0.048,-0.0010000000474974513,0.95,0.12,1.0,通常ロット,1.25,0.85,54.2,⏸️ WAIT,見送り,防衛・重工,0.0,False,通常,防衛関連ニュースは36時間以上経過しており織り込み済み。,CTA_SURGE,100,248600,8290,False,True,
8088.T,2123.0,2227.9,2070.6,0.2584,0.2623,0.5656,0.5545,-0.049,-0.029999999329447746,0.98,2.54,0.5,逆張りリバウンド警戒 (前日比-0.1%),0.17,1.03,13.3,⏸️ WAIT,見送り,総合商社・資源,0.0,False,通常,新規材料なし、ニュートラルを維持。,CTA_SURGE,100,212300,5240,False,True,
5991.T,3430.0,3611.4,3339.3,0.2567,0.2529,0.5635,0.575,-0.05,-0.0689999982714653,1.02,2.79,1.0,通常ロット,1.11,1.14,22.6,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
9006.T,1548.5,1591.7,1526.9,0.2398,0.2213,0.5292,0.5946,-0.05,-0.15199999511241913,1.11,0.25,0.5,逆張りリバウンド警戒 (前日比-1.2%),-0.12,1.5,13.2,⏸️ WAIT,見送り,海運・物流,0.0,False,通常,海外海運決算材料は時間減衰により影響限定的。,CTA_SURGE,100,154850,2160,False,True,
6269.T,9133.0,9824.1,8787.4,0.256,0.2679,0.5636,0.5317,-0.052,0.004000000189989805,0.94,2.5,0.5,逆張りリバウンド警戒 (前日比-1.3%),0.37,1.06,55.7,⏸️ WAIT,見送り,防衛・重工,0.0,False,通常,防衛関連ニュースは36時間以上経過しており織り込み済み。,CTA_SURGE,0,0,0,False,False,risk
268A.T,1631.0,1794.3,1549.4,0.2534,0.2622,0.5605,0.5373,-0.054,-0.013000000268220901,0.94,0.73,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),1.66,0.92,34.0,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,100,163100,8160,False,True,
9041.T,3520.0,3616.0,3472.0,0.2392,0.2254,0.5367,0.5834,-0.058,-0.13300000131130219,1.08,0.83,0.5,逆張りリバウンド警戒 (前日比-0.8%),-0.14,1.45,35.1,⏸️ WAIT,見送り,海運・物流,0.0,False,通常,海外海運決算材料は時間減衰により影響限定的。,CTA_SURGE,0,0,0,False,False,maxpos
3003.T,1727.0,1784.2,1698.4,0.2492,0.2511,0.5577,0.5522,-0.059,-0.05000000074505806,0.99,0.44,0.5,逆張りリバウンド警戒 (前日比-0.7%),-0.1,1.13,33.7,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,100,172700,2860,False,True,
1959.T,8124.0,8455.4,7958.3,0.2562,0.264,0.5783,0.5561,-0.066,-0.02800000086426735,0.96,0.63,1.0,通常ロット,0.52,0.83,12.9,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
3405.T,1804.0,1884.0,1764.0,0.2533,0.2631,0.5728,0.5455,-0.066,-0.01899999938905239,0.95,0.18,1.0,通常ロット,0.21,1.1,35.7,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,100,180400,4000,False,True,
7202.T,2199.0,2296.0,2150.5,0.254,0.2623,0.5746,0.5516,-0.067,-0.027000000700354576,0.95,0.34,0.52,逆張りリバウンド警戒 (前日比-0.5%) ＋ セクターセンチメント(+0.10 -> 1.03倍),0.35,1.52,52.2,⏸️ WAIT,見送り,自動車・輸出,0.1,False,通常,米議員の中国車排除要求は日本車に追い風も影響は限定的。,CTA_SURGE,100,219900,4850,False,True,
6965.T,2316.0,2457.4,2245.3,0.2533,0.2541,0.5743,0.5721,-0.068,-0.06400000303983688,0.98,1.69,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),1.16,1.3,43.1,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,100,231600,7070,False,True,
5830.T,3741.0,3970.4,3626.3,0.2535,0.2639,0.5782,0.5499,-0.071,-0.02199999988079071,0.94,0.57,0.52,逆張りリバウンド警戒 (前日比-2.2%) ＋ セクターセンチメント(+0.10 -> 1.03倍),0.36,1.19,33.9,⏸️ WAIT,見送り,銀行・金融,0.1,False,通常,日経平均の上昇基調継続も、追加材料乏しく静観姿勢。,CTA_SURGE,0,0,0,False,False,maxpos
5201.T,5688.0,5947.6,5558.2,0.2533,0.2621,0.5812,0.5572,-0.075,-0.032999999821186066,0.94,0.96,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),0.81,1.11,61.6,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,maxpos
5393.T,3410.0,3590.1,3319.9,0.2408,0.2223,0.558,0.627,-0.076,-0.18199999630451202,1.11,0.21,1.0,通常ロット,0.89,1.09,17.3,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
4061.T,3360.0,3566.1,3256.9,0.2482,0.2445,0.5732,0.5849,-0.077,-0.09600000083446503,1.02,0.73,1.0,通常ロット,1.1,1.06,18.5,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
5101.T,6974.0,7409.6,6756.2,0.2556,0.2837,0.5877,0.5197,-0.077,0.04800000041723251,0.86,0.69,1.03,通常ロット ＋ セクターセンチメント(+0.10 -> 1.03倍),0.7,1.04,57.5,⏸️ WAIT,見送り,自動車・輸出,0.1,False,通常,米議員の中国車排除要求は日本車に追い風も影響は限定的。,CTA_SURGE,0,0,0,False,False,maxpos
7276.T,2667.0,2776.9,2612.1,0.2529,0.2701,0.5834,0.539,-0.078,0.0010000000474974513,0.9,4.05,0.64,需給滞留警戒 (消化4.05日) ＋ セクターセンチメント(+0.20 -> 1.06倍),0.37,1.25,20.5,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,100,266700,5490,False,True,
8113.T,952.9,986.8,936.0,0.2472,0.2589,0.5734,0.541,-0.079,-0.023000000044703484,0.94,0.51,1.0,通常ロット,-0.22,1.16,39.2,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,300,285870,5070,False,True,
4182.T,3840.0,4079.9,3720.1,0.249,0.2528,0.5795,0.5682,-0.082,-0.06300000101327896,0.98,0.68,1.0,通常ロット,1.33,0.85,43.0,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
6141.T,2896.0,3058.4,2814.8,0.2549,0.2845,0.5931,0.5202,-0.083,0.04899999871850014,0.86,1.89,1.0,通常ロット,0.99,1.53,34.4,⏸️ WAIT,見送り,防衛・重工,0.0,False,通常,防衛関連ニュースは36時間以上経過しており織り込み済み。,CTA_SURGE,100,289600,8120,False,True,
6471.T,1098.5,1154.3,1070.6,0.2544,0.2841,0.5939,0.5209,-0.085,0.04699999839067459,0.86,0.62,1.0,通常ロット,0.89,0.94,26.6,⏸️ WAIT,見送り,防衛・重工,0.0,False,通常,防衛関連ニュースは36時間以上経過しており織り込み済み。,CTA_SURGE,200,219700,5580,False,True,
8282.T,1884.5,1957.6,1848.0,0.2421,0.2517,0.577,0.5495,-0.093,-0.04600000008940697,0.95,0.05,1.0,通常ロット,-0.1,1.39,27.4,⏸️ WAIT,見送り,小売・消費・インバウンド,0.0,False,通常,特筆すべき新規材料はなく織り込み済み。,CTA_SURGE,100,188450,3650,False,True,
8591.T,6050.0,6328.9,5910.6,0.2505,0.2783,0.5956,0.5266,-0.095,0.029999999329447746,0.86,0.51,0.52,逆張りリバウンド警戒 (前日比-1.6%) ＋ セクターセンチメント(+0.10 -> 1.03倍),0.45,1.11,202.0,⏸️ WAIT,見送り,銀行・金融,0.1,False,通常,日経平均の上昇基調継続も、追加材料乏しく静観姿勢。,CTA_SURGE,0,0,0,False,False,risk
7956.T,2027.5,2120.4,1981.0,0.2439,0.2535,0.5841,0.5563,-0.096,-0.04899999871850014,0.95,0.27,1.0,通常ロット,-0.11,0.61,22.1,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,100,202750,4650,False,True,
6432.T,7300.0,7725.7,7087.1,0.2447,0.2563,0.5875,0.5542,-0.098,-0.041999999433755875,0.94,2.91,1.0,通常ロット,0.46,0.74,13.2,⏸️ WAIT,見送り,防衛・重工,0.0,False,通常,防衛関連ニュースは36時間以上経過しており織り込み済み。,CTA_SURGE,0,0,0,False,False,maxpos
6590.T,3825.0,4207.9,3633.6,0.2434,0.252,0.5858,0.5616,-0.099,-0.057999998331069946,0.94,1.0,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),1.82,1.36,44.1,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,maxpos
